filename,label
1 (Read Text)_Train (78).jpg,1 (Read Text)
1 (Read Text)_Train (79).jpg,1 (Read Text)
1 (Read Text)_Train (80).jpg,1 (Read Text)
1 (Read Text)_Train (81).jpg,1 (Read Text)
1 (Read Text)_Train (82).jpg,1 (Read Text)
1 (Read Text)_Train (83).jpg,1 (Read Text)
1 (Read Text)_Train (84).jpg,1 (Read Text)
1 (Read Text)_Train (85).jpg,1 (Read Text)
1 (Read Text)_Train (86).jpg,1 (Read Text)
1 (Read Text)_Train (87).jpg,1 (Read Text)
1 (Read Text)_Train (88).jpg,1 (Read Text)
1 (Read Text)_Train (89).jpg,1 (Read Text)
1 (Read Text)_Train (90).jpg,1 (Read Text)
1 (Read Text)_Train (91).jpg,1 (Read Text)
1 (Read Text)_Train (92).jpg,1 (Read Text)
1 (Read Text)_Train (93).jpg,1 (Read Text)
1 (Read Text)_Train (94).jpg,1 (Read Text)
1 (Read Text)_Train (95).jpg,1 (Read Text)
1 (Read Text)_Train (96).jpg,1 (Read Text)
1 (Read Text)_Train (97).jpg,1 (Read Text)
1 (Read Text)_Train (98).jpg,1 (Read Text)
1 (Read Text)_Train (99).jpg,1 (Read Text)
1 (Read Text)_Train (100).jpg,1 (Read Text)
1 (Read Text)_Train (101).jpg,1 (Read Text)
1 (Read Text)_Train (102).jpg,1 (Read Text)
1 (Read Text)_Train (103).jpg,1 (Read Text)
1 (Read Text)_Train (104).jpg,1 (Read Text)
1 (Read Text)_Train (105).jpg,1 (Read Text)
1 (Read Text)_Train (106).jpg,1 (Read Text)
1 (Read Text)_Train (107).jpg,1 (Read Text)
1 (Read Text)_Train (108).jpg,1 (Read Text)
1 (Read Text)_Train (109).jpg,1 (Read Text)
1 (Read Text)_Train (110).jpg,1 (Read Text)
1 (Read Text)_Train (111).jpg,1 (Read Text)
1 (Read Text)_Train (112).jpg,1 (Read Text)
1 (Read Text)_Train (113).jpg,1 (Read Text)
1 (Read Text)_Train (114).jpg,1 (Read Text)
1 (Read Text)_Train (115).jpg,1 (Read Text)
1 (Read Text)_Train (116).jpg,1 (Read Text)
1 (Read Text)_Train (117).jpg,1 (Read Text)
1 (Read Text)_Train (118).jpg,1 (Read Text)
1 (Read Text)_Train (119).jpg,1 (Read Text)
1 (Read Text)_Train (120).jpg,1 (Read Text)
1 (Read Text)_Train (121).jpg,1 (Read Text)
1 (Read Text)_Train (122).jpg,1 (Read Text)
1 (Read Text)_Train (123).jpg,1 (Read Text)
1 (Read Text)_Train (124).jpg,1 (Read Text)
1 (Read Text)_Train (125).jpg,1 (Read Text)
1 (Read Text)_Train (126).jpg,1 (Read Text)
1 (Read Text)_Train (127).jpg,1 (Read Text)
1 (Read Text)_Train (128).jpg,1 (Read Text)
1 (Read Text)_Train (129).jpg,1 (Read Text)
1 (Read Text)_Train (130).jpg,1 (Read Text)
1 (Read Text)_Train (131).jpg,1 (Read Text)
1 (Read Text)_Train (132).jpg,1 (Read Text)
1 (Read Text)_Train (133).jpg,1 (Read Text)
1 (Read Text)_Train (134).jpg,1 (Read Text)
1 (Read Text)_Train (135).jpg,1 (Read Text)
1 (Read Text)_Train (136).jpg,1 (Read Text)
1 (Read Text)_Train (137).jpg,1 (Read Text)
1 (Read Text)_Train (138).jpg,1 (Read Text)
1 (Read Text)_Train (139).jpg,1 (Read Text)
1 (Read Text)_Train (140).jpg,1 (Read Text)
1 (Read Text)_Train (141).jpg,1 (Read Text)
1 (Read Text)_Train (142).jpg,1 (Read Text)
1 (Read Text)_Train (143).jpg,1 (Read Text)
1 (Read Text)_Train (144).jpg,1 (Read Text)
1 (Read Text)_Train (145).jpg,1 (Read Text)
1 (Read Text)_Train (146).jpg,1 (Read Text)
1 (Read Text)_Train (147).jpg,1 (Read Text)
1 (Read Text)_Train (148).jpg,1 (Read Text)
1 (Read Text)_Train (149).jpg,1 (Read Text)
1 (Read Text)_Train (150).jpg,1 (Read Text)
1 (Read Text)_Train (151).jpg,1 (Read Text)
1 (Read Text)_Train (152).jpg,1 (Read Text)
1 (Read Text)_Train (153).jpg,1 (Read Text)
1 (Read Text)_Train (154).jpg,1 (Read Text)
1 (Read Text)_Train (155).jpg,1 (Read Text)
1 (Read Text)_Train (156).jpg,1 (Read Text)
1 (Read Text)_Train (157).jpg,1 (Read Text)
1 (Read Text)_Train (158).jpg,1 (Read Text)
1 (Read Text)_Train (159).jpg,1 (Read Text)
1 (Read Text)_Train (160).jpg,1 (Read Text)
1 (Read Text)_Train (161).jpg,1 (Read Text)
1 (Read Text)_Train (162).jpg,1 (Read Text)
1 (Read Text)_Train (163).jpg,1 (Read Text)
1 (Read Text)_Train (164).jpg,1 (Read Text)
1 (Read Text)_Train (165).jpg,1 (Read Text)
1 (Read Text)_Train (166).jpg,1 (Read Text)
1 (Read Text)_Train (167).jpg,1 (Read Text)
1 (Read Text)_Train (168).jpg,1 (Read Text)
1 (Read Text)_Train (169).jpg,1 (Read Text)
1 (Read Text)_Train (170).jpg,1 (Read Text)
1 (Read Text)_Train (171).jpg,1 (Read Text)
1 (Read Text)_Train (172).jpg,1 (Read Text)
1 (Read Text)_Train (173).jpg,1 (Read Text)
1 (Read Text)_Train (174).jpg,1 (Read Text)
1 (Read Text)_Train (175).jpg,1 (Read Text)
1 (Read Text)_Train (176).jpg,1 (Read Text)
1 (Read Text)_Train (177).jpg,1 (Read Text)
1 (Read Text)_Train (178).jpg,1 (Read Text)
1 (Read Text)_Train (179).jpg,1 (Read Text)
1 (Read Text)_Train (180).jpg,1 (Read Text)
1 (Read Text)_Train (181).jpg,1 (Read Text)
1 (Read Text)_Train (182).jpg,1 (Read Text)
1 (Read Text)_Train (183).jpg,1 (Read Text)
1 (Read Text)_Train (184).jpg,1 (Read Text)
1 (Read Text)_Train (185).jpg,1 (Read Text)
1 (Read Text)_Train (186).jpg,1 (Read Text)
1 (Read Text)_Train (187).jpg,1 (Read Text)
1 (Read Text)_Train (188).jpg,1 (Read Text)
1 (Read Text)_Train (189).jpg,1 (Read Text)
1 (Read Text)_Train (190).jpg,1 (Read Text)
1 (Read Text)_Train (191).jpg,1 (Read Text)
1 (Read Text)_Train (192).jpg,1 (Read Text)
1 (Read Text)_Train (193).jpg,1 (Read Text)
1 (Read Text)_Train (194).jpg,1 (Read Text)
1 (Read Text)_Train (195).jpg,1 (Read Text)
